,x,y,0728_pred_0.5_16,0728_pred_0.5_17,0728_pred_0.5_18,0728_pred_0.5_19,0728_pred_0.5_20,0728_pred_1_16,0728_pred_1_17,0728_pred_1_18,0728_pred_1_19,0728_pred_1_20
cell_908,-14315.8986720029,13436.3714753502,10,10,12,8,8,1,0,9,9,1
cell_2634,-9553.89867200291,13300.3714753502,4,7,7,15,19,9,11,17,18,20
cell_2568,-9839.89867200291,13325.3714753502,1,11,10,9,10,2,2,0,0,7
cell_4823,-2847.89867200291,13430.3714753502,11,8,8,8,8,1,0,11,10,1
cell_6651,2159.10132799709,13326.3714753502,1,0,2,0,0,1,0,11,0,7
cell_1729,-12176.8986720029,13323.3714753502,5,3,18,4,4,13,14,16,17,19
cell_6970,3160.10132799709,13378.3714753502,11,8,8,6,5,1,0,11,10,3
cell_4477,-3976.89867200291,13347.3714753502,5,3,3,3,3,6,7,7,8,5
cell_4775,-3031.89867200291,13394.3714753502,10,9,12,8,8,1,0,9,9,1
cell_6079,691.10132799709,13264.3714753502,11,9,8,8,5,1,0,9,9,1
cell_6909,2988.10132799709,13351.3714753502,11,8,8,6,5,1,0,11,10,3
cell_8963,9101.10132799709,13293.3714753502,15,3,3,3,3,10,5,4,4,9
cell_10219,12152.1013279971,13373.3714753502,11,8,8,6,5,1,0,11,10,3
cell_1265,-13462.8986720029,13299.3714753502,14,15,16,17,17,14,15,16,17,1
cell_3628,-6557.89867200291,13230.3714753502,2,2,1,1,1,4,4,6,7,10
cell_2502,-10011.8986720029,13202.3714753502,10,11,18,9,8,2,2,0,0,7
cell_2803,-9174.89867200291,13306.3714753502,1,0,2,0,0,0,1,0,0,7
cell_4802,-2899.89867200291,13315.3714753502,10,9,12,8,8,1,0,9,9,1
cell_898,-14266.8986720029,13364.3714753502,10,9,12,8,8,1,0,9,9,1
cell_8701,8285.10132799709,13328.3714753502,15,3,3,3,3,6,7,7,8,5
cell_415,-15442.8986720029,13293.3714753502,10,9,12,8,8,10,5,9,9,1
cell_622,-15015.8986720029,13305.3714753502,5,3,12,8,8,13,14,16,17,19
cell_4839,-2749.89867200291,13232.3714753502,10,9,12,8,8,1,0,9,9,1
cell_8460,7566.10132799709,13353.3714753502,10,0,9,10,9,6,7,7,8,5
cell_234,-15844.8986720029,13299.3714753502,4,7,7,5,6,8,3,3,3,13
cell_8787,8456.10132799709,13329.3714753502,5,3,0,12,14,6,7,7,8,5
cell_1868,-11776.8986720029,13196.3714753502,4,7,7,5,6,8,3,3,3,11
cell_11554,15366.1013279971,13239.3714753502,9,0,2,10,9,0,1,17,18,20
cell_10085,11832.1013279971,13329.3714753502,14,15,16,17,17,14,15,14,14,16
cell_8423,7445.10132799709,13313.3714753502,10,10,9,0,0,0,12,0,0,7
cell_2163,-10951.8986720029,13207.3714753502,4,7,7,5,6,8,3,3,3,11
cell_6412,1475.10132799709,13209.3714753502,10,9,12,8,8,1,0,9,9,1
cell_8182,6828.10132799709,13194.3714753502,11,9,8,8,8,1,0,11,9,1
cell_4532,-3802.89867200291,13325.3714753502,5,9,12,8,8,1,0,9,9,1
cell_10696,13423.1013279971,13252.3714753502,13,1,0,12,19,9,11,17,18,20
cell_847,-14479.8986720029,13260.3714753502,1,0,2,0,0,1,0,0,0,7
cell_9191,9694.10132799709,13165.3714753502,10,9,12,8,8,1,0,9,9,1
cell_4157,-5040.89867200291,13286.3714753502,5,0,12,8,0,0,12,0,0,7
cell_534,-15204.8986720029,13214.3714753502,5,1,0,12,13,10,5,4,4,12
cell_2430,-10255.8986720029,13175.3714753502,10,4,8,10,9,0,0,0,0,20
cell_10026,11886.1013279971,13120.3714753502,2,2,8,1,1,4,0,6,7,3
cell_8754,8453.10132799709,13186.3714753502,15,3,3,3,3,6,7,7,8,5
cell_4502,-3795.89867200291,13212.3714753502,11,9,8,8,8,1,0,11,10,3
cell_6933,3013.10132799709,13255.3714753502,11,8,8,6,5,1,0,11,10,3
cell_8275,7068.10132799709,13148.3714753502,11,9,8,8,8,1,0,11,10,3
cell_8690,8225.10132799709,13175.3714753502,15,3,3,3,3,6,7,7,8,5
cell_9464,10378.1013279971,13188.3714753502,2,8,8,6,5,1,0,11,10,3
cell_8538,7849.10132799709,13180.3714753502,5,3,3,3,3,2,7,7,8,5
cell_1702,-12276.8986720029,13141.3714753502,5,3,18,8,8,13,14,16,17,19
cell_9538,10535.1013279971,13153.3714753502,11,8,8,6,5,1,0,11,10,3
cell_4163,-4985.89867200291,13205.3714753502,5,0,2,0,0,0,12,0,0,7
cell_3127,-8006.89867200291,13085.3714753502,12,12,11,13,11,2,0,11,10,0
cell_6959,3095.10132799709,13226.3714753502,11,8,8,6,5,1,0,11,10,3
cell_1770,-12119.8986720029,13154.3714753502,10,9,12,8,8,13,14,9,9,1
cell_4317,-4490.89867200291,13128.3714753502,15,3,3,3,3,6,7,7,8,5
cell_2232,-10758.8986720029,13084.3714753502,7,4,6,10,9,0,6,0,0,20
cell_570,-15091.8986720029,13115.3714753502,5,3,12,8,8,10,5,9,9,1
cell_1086,-13798.8986720029,13106.3714753502,5,3,18,4,3,13,14,16,17,19
cell_7659,5250.10132799709,13112.3714753502,10,9,12,8,8,1,0,0,0,7
cell_10293,12450.1013279971,13053.3714753502,10,9,12,8,8,1,0,11,10,3
cell_717,-14885.8986720029,13228.3714753502,5,3,12,8,8,13,14,16,17,19
cell_1497,-12839.8986720029,13120.3714753502,10,1,12,8,13,10,5,4,4,12
cell_190,-15987.8986720029,13090.3714753502,9,10,9,0,0,1,1,0,0,1
cell_1638,-12491.8986720029,13040.3714753502,5,3,18,4,3,13,14,9,9,1
cell_254,-15883.8986720029,13203.3714753502,4,7,0,15,19,9,11,3,11,9
cell_4645,-3394.89867200291,13132.3714753502,10,9,12,8,8,1,0,9,9,1
cell_2598,-9751.89867200291,13099.3714753502,11,8,8,6,5,1,0,11,10,3
cell_1293,-13380.8986720029,13141.3714753502,1,0,2,0,0,1,0,9,9,7
cell_8633,8057.10132799709,13095.3714753502,15,3,3,3,3,6,7,7,8,5
cell_3997,-5387.89867200291,13066.3714753502,5,3,12,3,3,1,12,9,9,1
cell_10692,13454.1013279971,13070.3714753502,3,1,0,11,14,10,5,12,11,9
cell_273,-15800.8986720029,13171.3714753502,4,1,0,15,19,9,11,12,11,9
cell_8844,8789.10132799709,13049.3714753502,15,3,3,3,3,6,7,7,8,5
cell_656,-14921.8986720029,13080.3714753502,4,7,7,5,6,10,5,4,4,13
cell_3356,-7505.89867200291,13052.3714753502,10,9,12,8,8,1,0,11,9,1
cell_9444,10295.1013279971,13082.3714753502,11,8,8,6,5,1,0,11,10,3
cell_4405,-4228.89867200291,13145.3714753502,5,3,3,3,3,6,7,7,8,5
cell_421,-15438.8986720029,13039.3714753502,5,3,18,4,4,13,14,16,17,19
cell_4286,-4610.89867200291,13087.3714753502,15,3,3,3,3,6,7,7,8,5
cell_4508,-3830.89867200291,13089.3714753502,10,9,12,8,8,1,0,9,9,1
cell_8782,8526.10132799709,13059.3714753502,15,3,3,3,3,6,7,7,8,5
cell_2637,-9581.89867200291,13004.3714753502,11,8,8,6,5,1,0,11,10,3
cell_1175,-13603.8986720029,13003.3714753502,4,7,7,5,6,8,3,3,3,13
cell_249,-15807.8986720029,13019.3714753502,9,10,9,0,8,1,1,9,0,1
cell_2400,-10354.8986720029,13029.3714753502,9,0,2,10,9,0,1,0,18,20
cell_7315,4188.10132799709,13035.3714753502,11,0,8,0,0,1,0,11,10,7
cell_4798,-2844.89867200291,13035.3714753502,10,9,12,8,8,1,0,11,10,1
cell_257,-15867.8986720029,13131.3714753502,13,1,0,12,14,9,11,12,11,9
cell_6929,3013.10132799709,13081.3714753502,11,8,8,8,5,1,0,11,10,3
cell_4397,-4215.89867200291,13075.3714753502,5,3,3,3,3,6,7,7,8,5
cell_4182,-4954.89867200291,12976.3714753502,5,3,3,3,3,6,7,7,8,5
cell_8681,8261.10132799709,12998.3714753502,15,16,15,16,16,6,7,7,8,5
cell_11341,14913.1013279971,12948.3714753502,7,4,1,6,5,1,0,11,10,8
cell_3958,-5521.89867200291,12971.3714753502,5,3,3,3,3,6,7,7,8,5
cell_9458,10482.1013279971,12908.3714753502,10,9,8,8,8,1,0,11,9,1
cell_710,-14764.8986720029,12911.3714753502,5,3,18,8,8,13,14,16,17,19
cell_11122,14480.1013279971,12899.3714753502,4,7,7,15,19,8,3,3,3,11
cell_7722,5366.10132799709,12937.3714753502,10,9,12,8,8,1,0,9,9,1
cell_1292,-13361.8986720029,13021.3714753502,1,10,9,10,9,1,0,0,0,7
cell_1501,-12785.8986720029,12916.3714753502,4,7,7,5,6,8,3,3,3,13
cell_10187,12167.1013279971,12963.3714753502,2,2,1,1,1,4,4,6,7,10
cell_2441,-10180.8986720029,12966.3714753502,9,0,2,10,9,0,1,17,18,20
cell_8811,8624.10132799709,12892.3714753502,15,16,15,16,16,6,7,7,8,5
cell_4640,-3391.89867200291,12983.3714753502,10,9,12,8,8,14,15,14,14,16
cell_8768,8435.10132799709,13002.3714753502,15,3,3,3,3,6,7,7,8,5
cell_1563,-12607.8986720029,12884.3714753502,4,7,7,5,6,8,3,3,3,13
cell_10426,12693.1013279971,12986.3714753502,13,1,0,12,14,10,5,4,4,9
cell_1852,-11814.8986720029,12927.3714753502,7,4,11,13,0,10,2,4,4,8
cell_514,-15279.8986720029,13019.3714753502,5,3,12,8,8,13,14,16,9,19
cell_7209,3948.10132799709,12909.3714753502,2,8,8,6,5,1,0,11,10,3
cell_6245,1085.10132799709,12912.3714753502,11,8,8,8,5,1,0,11,10,3
cell_6891,2948.10132799709,12913.3714753502,11,8,8,8,8,1,0,11,10,3
cell_2344,-10565.8986720029,12961.3714753502,11,8,11,10,9,0,1,0,0,20
cell_7004,3314.10132799709,12908.3714753502,1,0,2,0,0,1,0,11,10,7
cell_4388,-4213.89867200291,12959.3714753502,15,3,3,1,1,6,0,7,9,1
cell_4583,-3565.89867200291,12898.3714753502,14,15,16,17,17,14,15,14,14,16
cell_4332,-4415.89867200291,12961.3714753502,15,3,3,3,3,6,7,7,8,5
cell_2260,-10639.8986720029,12859.3714753502,11,2,4,6,5,1,0,0,10,8
cell_4296,-4584.89867200291,12924.3714753502,15,3,3,3,3,6,7,7,8,5
cell_1724,-12308.8986720029,12945.3714753502,1,0,2,0,0,1,0,0,0,7
cell_9229,9765.10132799709,12945.3714753502,5,9,12,8,8,1,0,9,9,1
cell_4777,-2909.89867200291,12859.3714753502,2,8,8,1,1,1,0,11,10,3
cell_2358,-10493.8986720029,12918.3714753502,1,0,11,10,9,0,1,0,0,20
cell_2495,-10028.8986720029,12932.3714753502,9,10,9,10,9,0,1,0,18,8
cell_2090,-11206.8986720029,12819.3714753502,3,13,13,12,19,10,5,12,11,20
cell_510,-15334.8986720029,12938.3714753502,5,3,12,8,10,13,14,16,17,19
cell_8116,6578.10132799709,12790.3714753502,10,9,12,8,8,1,0,9,9,1
cell_7309,4168.10132799709,12923.3714753502,11,10,9,10,0,0,1,11,0,7
cell_4019,-5344.89867200291,12906.3714753502,5,3,3,3,3,6,7,7,8,5
cell_1270,-13409.8986720029,12874.3714753502,1,0,2,0,0,1,0,9,9,1
cell_2895,-8794.89867200291,12803.3714753502,1,0,12,8,8,1,0,11,0,7
cell_9515,10514.1013279971,12835.3714753502,10,9,12,8,8,1,0,9,9,1
cell_8740,8406.10132799709,12880.3714753502,15,3,3,3,3,6,7,7,8,5
cell_10878,13876.1013279971,12787.3714753502,4,7,7,15,19,9,11,17,18,20
cell_1826,-11957.8986720029,12834.3714753502,2,8,8,6,5,2,2,11,10,3
cell_9119,9472.10132799709,12817.3714753502,15,3,3,3,3,6,7,7,8,5
cell_8898,8898.10132799709,12819.3714753502,15,3,3,3,3,6,7,7,8,5
cell_9212,9717.10132799709,12844.3714753502,5,3,3,3,3,6,7,7,8,5
cell_8636,8151.10132799709,12799.3714753502,10,9,12,8,8,1,0,9,9,1
cell_10399,12651.1013279971,12797.3714753502,10,1,0,8,8,1,0,11,10,3
cell_8987,9116.10132799709,12831.3714753502,5,3,3,3,3,6,7,7,8,5
cell_11031,14174.1013279971,12850.3714753502,9,1,0,12,9,9,11,17,18,20
cell_4110,-5069.89867200291,12856.3714753502,15,3,3,3,3,6,7,7,8,5
cell_4068,-5218.89867200291,12853.3714753502,5,3,3,3,3,6,7,7,8,5
cell_10336,12519.1013279971,12739.3714753502,11,8,8,8,8,1,0,11,10,3
cell_2501,-10098.8986720029,12884.3714753502,9,1,9,10,9,0,11,17,18,20
cell_7285,4089.10132799709,12813.3714753502,1,10,9,10,0,0,1,11,0,7
cell_4310,-4506.89867200291,12775.3714753502,15,3,3,3,3,6,7,7,8,5
cell_10017,11796.1013279971,12729.3714753502,6,6,4,7,7,2,2,11,7,3
cell_6780,2616.10132799709,12774.3714753502,11,8,8,6,5,2,2,11,10,0
cell_11009,14088.1013279971,12797.3714753502,13,1,0,12,19,9,11,17,18,20
cell_5453,-964.89867200291,12703.3714753502,11,8,8,8,8,1,0,11,10,3
cell_4170,-4914.89867200291,12810.3714753502,15,3,3,3,3,6,7,7,8,5
cell_8045,6382.10132799709,12717.3714753502,10,9,12,8,8,1,0,9,9,1
cell_6320,1251.10132799709,12725.3714753502,11,8,8,8,8,1,0,11,10,3
cell_11419,15011.1013279971,12800.3714753502,1,0,8,0,0,1,0,0,0,8
cell_3776,-6118.89867200291,12695.3714753502,15,3,3,3,3,6,7,7,8,5
cell_3961,-5502.89867200291,12790.3714753502,5,1,0,12,14,6,7,7,8,5
cell_9052,9286.10132799709,12726.3714753502,5,3,3,3,3,6,7,7,8,5
cell_593,-15016.8986720029,12720.3714753502,1,0,11,0,11,1,0,0,0,8
cell_1378,-13149.8986720029,12697.3714753502,5,3,18,4,4,13,14,16,17,19
cell_6990,3226.10132799709,12704.3714753502,1,0,2,0,0,1,0,0,0,7
cell_9249,9805.10132799709,12642.3714753502,15,3,3,3,3,6,7,7,8,5
cell_468,-15435.8986720029,12800.3714753502,5,3,12,9,10,13,14,16,17,19
cell_8758,8357.10132799709,12791.3714753502,5,3,12,3,3,6,7,7,8,5
cell_1820,-12018.8986720029,12774.3714753502,11,8,8,11,13,10,5,4,4,12
cell_712,-14348.8986720029,12640.3714753502,5,3,18,4,4,13,14,16,17,19
cell_9982,11637.1013279971,12715.3714753502,12,8,11,13,11,1,0,11,10,3
cell_1193,-13581.8986720029,12721.3714753502,5,3,18,4,4,13,14,16,17,19
cell_5880,155.10132799709,12674.3714753502,2,2,1,1,1,4,2,6,7,3
cell_554,-15152.8986720029,12637.3714753502,1,0,2,0,0,1,0,9,9,7
cell_6396,1433.10132799709,12690.3714753502,11,8,8,8,8,1,0,11,10,3
cell_4369,-4287.89867200291,12699.3714753502,10,9,12,8,8,1,0,9,9,1
cell_11464,15167.1013279971,12677.3714753502,4,7,7,15,19,9,11,12,18,9
cell_1755,-12088.8986720029,12650.3714753502,4,7,7,5,6,8,3,3,11,9
cell_7335,4183.10132799709,12762.3714753502,9,10,9,10,9,0,1,0,0,8
cell_1137,-13716.8986720029,12655.3714753502,10,1,12,8,8,13,14,9,9,1
cell_433,-15373.8986720029,12666.3714753502,5,3,18,4,4,13,14,16,17,19
cell_4773,-2988.89867200291,12702.3714753502,11,9,12,8,8,1,0,11,10,3
cell_4037,-5319.89867200291,12704.3714753502,15,3,3,3,3,6,7,7,8,5
cell_9331,9959.10132799709,12714.3714753502,5,3,3,3,3,6,7,7,8,5
cell_1516,-12812.8986720029,12692.3714753502,5,3,12,8,8,10,5,4,4,12
cell_352,-15571.8986720029,12598.3714753502,5,3,18,4,4,13,14,16,17,19
cell_6233,1012.10132799709,12659.3714753502,10,9,12,8,8,1,0,11,10,3
cell_4581,-3532.89867200291,12712.3714753502,10,9,12,8,8,14,15,14,14,16
cell_9358,10116.1013279971,12591.3714753502,15,3,3,3,3,6,7,7,8,5
cell_11315,14875.1013279971,12637.3714753502,10,11,10,9,10,2,12,0,0,7
cell_2785,-9253.89867200291,12687.3714753502,1,0,2,0,0,2,0,0,0,7
cell_4324,-4444.89867200291,12642.3714753502,10,9,12,8,8,1,0,9,9,1
cell_1435,-12961.8986720029,12582.3714753502,5,3,18,3,3,13,14,16,17,19
cell_715,-14824.8986720029,12629.3714753502,10,9,12,8,8,1,0,9,9,1
cell_9115,9412.10132799709,12651.3714753502,5,3,3,3,3,6,7,7,8,5
cell_1562,-12592.8986720029,12551.3714753502,4,7,7,5,6,8,3,3,3,11
cell_4576,-3589.89867200291,12596.3714753502,10,9,12,8,8,1,0,9,9,1
cell_8981,9041.10132799709,12668.3714753502,5,0,2,0,10,6,12,7,8,7
cell_1223,-13486.8986720029,12598.3714753502,3,13,13,11,15,10,5,4,4,13
cell_7334,4135.10132799709,12699.3714753502,9,10,9,10,9,0,1,0,0,8
cell_4786,-2900.89867200291,12570.3714753502,10,9,8,0,9,1,0,11,10,8
cell_11520,15405.1013279971,12521.3714753502,11,12,11,0,0,0,1,0,0,8
cell_4000,-5479.89867200291,12651.3714753502,5,3,3,3,3,6,7,7,8,5
cell_4109,-5066.89867200291,12568.3714753502,5,3,3,3,3,6,7,7,8,5
cell_8675,8211.10132799709,12578.3714753502,11,8,8,6,5,1,0,11,10,3
cell_4056,-5241.89867200291,12566.3714753502,15,3,3,3,3,6,7,7,8,5
cell_2008,-11484.8986720029,12544.3714753502,13,4,0,12,9,9,11,17,18,20
cell_10715,13472.1013279971,12528.3714753502,2,8,8,1,5,2,2,1,1,3
cell_8562,7896.10132799709,12513.3714753502,1,0,2,0,0,1,0,11,10,1
cell_10606,13227.1013279971,12467.3714753502,3,13,13,11,6,10,5,4,4,13
cell_2427,-10259.8986720029,12560.3714753502,13,1,0,12,14,10,5,12,11,9
cell_3824,-5959.89867200291,12571.3714753502,15,3,3,3,3,6,7,7,8,5
cell_1956,-11592.8986720029,12495.3714753502,13,1,0,12,19,9,11,17,18,20
cell_1106,-13853.8986720029,12630.3714753502,13,1,0,11,13,10,5,4,4,12
cell_3854,-5865.89867200291,12476.3714753502,15,3,3,3,3,6,7,7,8,5
cell_6570,1957.10132799709,12453.3714753502,2,2,1,1,1,4,4,6,7,10
cell_1752,-12156.8986720029,12490.3714753502,13,1,0,12,14,9,11,12,11,9
cell_6287,1200.10132799709,12493.3714753502,6,12,11,7,7,2,2,1,1,0
cell_3607,-6671.89867200291,12455.3714753502,2,2,1,1,1,4,4,6,7,10
cell_6768,2572.10132799709,12395.3714753502,9,0,2,0,0,1,0,0,0,7
cell_7568,4953.10132799709,12464.3714753502,10,9,12,8,8,1,0,9,9,1
cell_810,-14539.8986720029,12436.3714753502,10,9,8,8,8,13,14,9,9,1
cell_7894,5828.10132799709,12409.3714753502,2,8,8,1,1,13,0,6,7,3
cell_5491,-941.89867200291,12475.3714753502,10,9,12,8,8,1,0,11,10,1
cell_8653,8097.10132799709,12440.3714753502,10,9,12,8,8,1,0,11,10,1
cell_2276,-10631.8986720029,12366.3714753502,4,7,7,5,6,8,3,3,3,11
cell_1859,-11919.8986720029,12528.3714753502,10,1,0,8,8,10,11,12,11,9
cell_1156,-13661.8986720029,12454.3714753502,5,3,12,8,8,1,0,9,9,1
cell_5397,-1184.89867200291,12463.3714753502,1,0,2,0,0,1,0,11,10,7
cell_9560,10646.1013279971,12362.3714753502,15,3,3,3,3,6,7,7,8,5
cell_6876,2928.10132799709,12374.3714753502,2,2,1,1,1,4,14,6,7,3
cell_2469,-10090.8986720029,12353.3714753502,1,0,2,0,0,0,1,0,0,8
cell_5874,111.10132799709,12407.3714753502,11,8,8,8,8,1,0,11,10,3
cell_11320,14863.1013279971,12422.3714753502,1,0,2,10,9,0,1,0,0,8
cell_1944,-11657.8986720029,12370.3714753502,13,1,0,12,19,9,11,17,18,20
cell_7536,4805.10132799709,12374.3714753502,10,1,0,8,8,1,0,9,9,1
cell_11005,14191.1013279971,12372.3714753502,14,15,16,17,17,14,15,0,1,7
cell_3652,-6504.89867200291,12386.3714753502,15,3,3,3,3,6,7,7,8,5
cell_10503,12913.1013279971,12368.3714753502,10,9,12,8,8,1,0,9,9,1
cell_1821,-11981.8986720029,12426.3714753502,13,1,0,11,14,9,11,12,11,9
cell_4075,-5197.89867200291,12418.3714753502,5,3,3,3,3,6,7,7,8,5
cell_1275,-13484.8986720029,12447.3714753502,13,1,0,11,13,10,5,4,4,12
cell_665,-14810.8986720029,12259.3714753502,15,3,1,4,12,4,4,16,17,19
cell_6211,904.10132799709,12427.3714753502,11,8,2,0,5,1,0,11,10,3
cell_3734,-6368.89867200291,12406.3714753502,5,3,3,3,3,6,7,7,8,5
cell_7573,5009.10132799709,12290.3714753502,11,9,12,8,8,1,0,9,9,1
cell_6694,2367.10132799709,12282.3714753502,2,2,1,1,1,4,4,6,7,10
cell_2426,-10304.8986720029,12322.3714753502,1,0,2,10,9,0,1,0,0,8
cell_11599,15469.1013279971,12306.3714753502,1,0,2,0,0,0,1,0,0,8
cell_4158,-4944.89867200291,12309.3714753502,5,3,3,3,3,6,7,7,8,5
cell_6222,952.10132799709,12385.3714753502,11,8,8,6,5,1,0,11,10,3
cell_3847,-5915.89867200291,12338.3714753502,15,3,3,3,3,6,7,7,8,5
cell_9057,9299.10132799709,12299.3714753502,11,0,8,0,0,1,0,11,10,0
cell_6185,915.10132799709,12328.3714753502,11,8,8,6,5,1,0,11,10,3
cell_3435,-7160.89867200291,12236.3714753502,2,2,1,1,1,4,4,6,7,10
cell_3971,-5446.89867200291,12308.3714753502,5,3,3,3,3,6,7,7,8,5
cell_9255,9782.10132799709,12261.3714753502,5,3,3,3,3,6,7,7,8,5
cell_7246,4044.10132799709,12188.3714753502,2,2,1,1,5,4,4,11,10,3
cell_1134,-13696.8986720029,12325.3714753502,5,3,12,8,8,1,0,9,9,1
cell_296,-15759.8986720029,12232.3714753502,5,3,18,4,4,13,14,16,17,19
cell_3773,-6140.89867200291,12246.3714753502,15,16,3,16,3,6,7,7,8,5
cell_10996,14138.1013279971,12222.3714753502,10,11,10,8,8,1,0,0,0,7
cell_6108,721.10132799709,12257.3714753502,11,8,8,8,5,1,0,11,10,3
cell_3352,-7498.89867200291,12213.3714753502,10,9,2,8,8,1,0,9,9,1
cell_991,-14027.8986720029,12185.3714753502,9,0,2,0,9,0,1,0,0,8
cell_1874,-11835.8986720029,12295.3714753502,4,7,7,15,6,8,3,3,3,11
cell_1679,-12329.8986720029,12267.3714753502,13,1,0,12,9,9,11,12,18,20
cell_2049,-11269.8986720029,12202.3714753502,2,2,1,1,5,4,4,11,10,3
cell_1748,-12132.8986720029,12262.3714753502,4,7,7,5,6,8,3,3,3,11
cell_10912,13946.1013279971,12174.3714753502,5,11,18,9,10,13,14,9,9,1
cell_10622,13254.1013279971,12274.3714753502,10,9,12,8,8,1,0,9,9,1
cell_5099,-1989.89867200291,12160.3714753502,10,9,12,8,8,1,0,9,9,1
cell_4117,-5145.89867200291,12310.3714753502,5,10,9,10,9,6,7,7,8,5
cell_4224,-4784.89867200291,12221.3714753502,10,9,12,8,8,1,0,9,9,1
cell_9488,10448.1013279971,12189.3714753502,5,3,3,3,3,6,7,7,8,5
cell_3922,-5643.89867200291,12191.3714753502,15,3,3,3,3,6,7,7,8,5
cell_6249,1107.10132799709,12086.3714753502,1,0,2,0,0,1,0,11,10,7
cell_3649,-6548.89867200291,12220.3714753502,15,3,3,3,3,6,7,7,8,5
cell_2192,-10953.8986720029,12141.3714753502,4,7,7,15,19,8,3,3,11,11
cell_9314,10003.1013279971,12183.3714753502,5,3,3,3,3,6,7,7,8,5
cell_10165,12158.1013279971,12132.3714753502,10,9,12,8,0,1,0,0,0,7
cell_11485,15236.1013279971,12171.3714753502,1,0,2,0,0,0,1,0,0,8
cell_2216,-10834.8986720029,12157.3714753502,4,7,7,5,6,8,3,3,3,11
cell_1456,-12964.8986720029,12176.3714753502,2,2,1,1,1,4,2,11,10,3
cell_4119,-5115.89867200291,12253.3714753502,5,10,9,10,9,0,7,7,8,5
cell_1853,-11939.8986720029,12186.3714753502,4,7,7,15,19,8,3,3,3,11
cell_11338,14916.1013279971,12184.3714753502,11,8,8,6,5,2,0,11,10,3
cell_106,-16028.8986720029,12093.3714753502,1,0,2,0,0,1,0,9,9,7
cell_4694,-3172.89867200291,12121.3714753502,10,9,12,8,8,1,0,9,9,1
cell_8992,9097.10132799709,12108.3714753502,12,12,4,13,7,2,2,9,9,1
cell_3705,-6365.89867200291,12165.3714753502,15,3,3,3,3,6,7,7,8,5
cell_3823,-5956.89867200291,12189.3714753502,15,3,3,3,3,6,7,7,8,5
cell_1120,-13729.8986720029,12176.3714753502,1,0,12,0,0,1,0,9,0,7
cell_6186,916.10132799709,12178.3714753502,11,8,8,8,5,1,0,11,10,3
cell_4025,-5337.89867200291,12163.3714753502,5,3,3,3,3,6,7,7,8,5
cell_4114,-5064.89867200291,12144.3714753502,5,10,12,10,8,0,1,9,9,1
cell_3858,-5805.89867200291,12107.3714753502,15,3,3,3,3,6,7,7,8,5
cell_1842,-11998.8986720029,12199.3714753502,4,7,7,15,6,8,3,3,3,11
cell_3588,-6735.89867200291,12103.3714753502,15,3,3,3,3,6,7,7,8,5
cell_6096,718.10132799709,12135.3714753502,11,8,8,6,5,1,0,11,10,3
cell_4406,-4169.89867200291,12058.3714753502,10,9,12,8,8,1,0,9,9,1
cell_9738,11100.1013279971,12097.3714753502,5,3,3,3,3,6,7,7,8,5
cell_9046,9210.10132799709,12141.3714753502,12,12,11,13,11,1,0,11,10,1
cell_1502,-12736.8986720029,12029.3714753502,4,7,7,15,19,8,3,3,3,11
cell_7404,4543.10132799709,12043.3714753502,14,15,16,17,17,14,15,14,14,16
cell_7227,3866.10132799709,12165.3714753502,2,8,8,6,5,4,4,11,10,10
cell_2262,-10651.8986720029,12053.3714753502,2,2,1,1,1,4,4,6,10,10
cell_1942,-11637.8986720029,12056.3714753502,13,1,0,10,9,9,11,17,18,20
cell_10482,12908.1013279971,12068.3714753502,5,3,3,3,3,6,0,9,9,1
cell_4541,-3711.89867200291,12077.3714753502,10,9,12,8,8,1,0,9,9,1
cell_2001,-11501.8986720029,12124.3714753502,9,0,2,10,9,0,1,17,18,20
cell_3992,-5488.89867200291,12189.3714753502,5,3,3,3,3,6,7,7,8,5
cell_9913,11496.1013279971,12059.3714753502,10,9,8,8,8,1,0,11,10,3
cell_1753,-12160.8986720029,12126.3714753502,3,13,13,1,13,8,3,3,11,13
cell_6078,633.10132799709,12052.3714753502,11,8,8,6,5,1,0,11,10,3
cell_1219,-13490.8986720029,12014.3714753502,4,7,7,15,19,8,3,3,3,11
cell_9858,11361.1013279971,12048.3714753502,10,9,12,8,8,1,0,9,9,1
cell_1356,-13201.8986720029,12054.3714753502,11,8,8,6,5,1,0,11,10,8
cell_2308,-10705.8986720029,12139.3714753502,3,13,13,11,13,8,3,3,3,13
cell_4009,-5458.89867200291,12130.3714753502,5,3,3,3,3,6,7,7,8,5
cell_9612,10760.1013279971,12059.3714753502,15,3,3,3,3,6,7,7,8,5
cell_3746,-6231.89867200291,12075.3714753502,15,3,3,3,3,6,7,7,8,5
cell_6889,2969.10132799709,12009.3714753502,2,2,1,1,1,4,4,6,7,10
cell_501,-15253.8986720029,11960.3714753502,5,3,18,4,4,13,14,16,17,19
cell_10560,13104.1013279971,11945.3714753502,10,9,12,8,8,1,0,9,9,1
cell_1140,-13720.8986720029,12027.3714753502,5,3,18,9,10,1,0,9,9,1
cell_9947,11688.1013279971,11969.3714753502,5,3,3,3,3,1,0,9,8,1
cell_1732,-12271.8986720029,12065.3714753502,3,1,0,11,13,10,11,12,11,9
cell_7736,5426.10132799709,11951.3714753502,1,0,2,0,0,1,0,11,0,7
cell_6408,1464.10132799709,11987.3714753502,14,15,16,17,17,14,15,14,14,16
